rank,restaurant name,general rating,number of reviews,tags,address,phone number,website url,menu url,timetable,email address,travelers choice,michelin,food rating,service rating,value rating,atmosphere rating,description,dutch description,price range,cuisines,special diets,meals,restaurant features,id
#258,Golden Gai,4.5 of 5 bubbles,28 reviews,$$ - $$$|Japanese|Asian|Vegan Options,"Dampoortstraat 11, Ghent 9000 Belgium",+32 9 329 37 01,http://www.facebook.com/goldengaigent/,,True,info@goldengai.be,False,False,4.5,4.5,4.0,-1.0,,"Ramenbar in Gent. Japans geïnspireerd, lokaal gecreëerd. Naast onze eigengemaakte ramen, serveren wij huisbereide cocktails, natuurwijnen en lokale bieren.",€14 - €20,"Japanese, Asian",Vegan Options,"Lunch, Dinner, Breakfast, Drinks","Serves Alcohol, Accepts Credit Cards, Table Service, Outdoor Seating, Seating, Wine and Beer, Digital Payments, Free Wifi",15193283
#259,Restaurant Gök,4.0 of 5 bubbles,65 reviews,$|Turkish|Diner|Middle Eastern,"Sluizeken 22, Ghent 9000 Belgium",+32 484 77 72 25,http://www.restogok.be/,https://restogok.be/menu,True,info@restogok.be,False,False,4.5,4.5,4.5,-1.0,"Gök is since 1999 specialized in serving Turkish food. With being the first of the Gök restaurants, we are able to give the whole experience of our hospitality.",Gök is sinds 1999 gespecialiseerd in het serveren van Turkse specialiteiten. Met als de eerste van de Gök's heeft hij de smaak te pakken en niet meer losgelaten. Samen met zijn hartverwarmende bediening en gastvrijheid staat hij bekend voor een van de beste restaurants in de sleepstraat. We gaan voor kwaliteit en kwantiteit wat een verschil brengt tegenover de andere restaurants in Gent. Met ons groot aanbod aan gerechten proberen we alle Turkse lekkernijen te laten proeven.,No pricing available,"Turkish, Diner, Middle Eastern",Halal,"Dinner, Lunch","Reservations, Seating, Serves Alcohol, Takeout, Highchairs Available, Wheelchair Accessible, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Family style",5990097
#3,Bistrot Ma Tu Vu,4.5 of 5 bubbles,29 reviews,$$ - $$$|Belgian|European|Pub,"Dorp 31, Berlare 9290 Belgium",+32 52 42 55 43,http://www.bistrotmatuvu.be/,http://www.bistrotmatuvu.be/menu.html,True,info@bistrotmatuvu.be,False,False,4.5,4.5,4.0,-1.0,,,No pricing available,"Pub, Belgian, European",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Table Service, Wheelchair Accessible",10731148
#260,Faja Lobi Cafe,3.5 of 5 bubbles,114 reviews,$$ - $$$|Cafe|Vegetarian Friendly,"Vlaanderenstraat 2, Ghent 9000 Belgium",+32 9 223 55 33,http://www.fajalobi.be/,,True,,False,False,4.0,3.5,4.0,4.0,,,€15 - €31,Cafe,Vegetarian Friendly,"Breakfast, Lunch, Dinner, Brunch","Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Table Service",1023296
#261,Okawa Sushi,4.5 of 5 bubbles,22 reviews,$$ - $$$|Japanese|Seafood|Sushi,"Drongensesteenweg 215, Ghent 9000 Belgium",+32 9 279 98 86,http://www.okawasushigent.be/,,True,info@okawasushigent.be,False,False,5.0,5.0,4.5,-1.0,,"Sushi, Wok and Asian cuisine
We zijn elke dag open van 12u-14:30 en 17:3O-22:30 maandag gesloten
          ",€8 - €23,"Japanese, Sushi, Asian, Seafood",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Table Service, Takeout",13302751
#2,Brasserie De Mouterij,4.5 of 5 bubbles,38 reviews,$$ - $$$|Belgian|Dutch|European,"Stationsstraat 46, Waarschoot 9950 Belgium",+32 9 324 59 03,http://www.mouterij.be/,,False,info@mouterij.be,False,False,4.5,4.5,4.5,-1.0,,,No pricing available,"Belgian, Dutch, European",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",6982672
#262,'t Vrijdags Gevoel,3.5 of 5 bubbles,194 reviews,$$ - $$$|Belgian|Dutch|European,"Vrijdagmarkt 29, Ghent 9000 Belgium",+32 9 223 23 99,http://vrijdagsgevoel.com/,,True,,False,False,3.5,4.0,4.0,3.5,,,€34 - €138,"Belgian, Dutch, European",Vegetarian Friendly,"Lunch, Dinner, Brunch","Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, Highchairs Available",1179020
#263,Frizzas,5.0 of 5 bubbles,11 reviews,Italian|Pizza,"Nederkouter 126, Ghent 9000 Belgium",+32 469 14 27 49,http://www.frizzas.com/,,True,stefano-lembo@outlook.com,False,False,-1.0,-1.0,-1.0,-1.0,Italian Fried Pizza,,No pricing available,"Pizza, Italian",,"Lunch, Dinner",Reservations,24124233
#2,Mauro Delle Puglie,4.0 of 5 bubbles,78 reviews,$$ - $$$|Italian|Seafood|European,"Botestraat 1H, Wondelgem 9032 Belgium",+32 472 84 69 97,http://restaurantmauro.be/,http://restaurantmauro.be/menu,True,mauro.arci.78@hotmail.it,False,False,4.0,3.5,3.5,-1.0,,,No pricing available,"Italian, Seafood, European",Vegetarian Friendly,"Lunch, Dinner, Brunch","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Outdoor Seating",7624155
#7,Don Peppe Ristorante Pizzeria,4.0 of 5 bubbles,114 reviews,$$ - $$$|Italian|Mediterranean|European,"Hundelgemsesteenweg 163, Merelbeke 9820 Belgium",+32 9 330 33 09,http://www.don-peppe.be/,,True,,False,False,4.0,3.5,3.5,3.0,,,€15 - €50,"Italian, European, Mediterranean",Vegetarian Friendly,"Lunch, Dinner","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, Outdoor Seating",3681668
#8,Levi's Eetcafe,4.5 of 5 bubbles,29 reviews,$$ - $$$|Belgian|Fast Food|European,"Trapstraat 35, Zottegem 9620 Belgium",+32 9 335 47 16,https://www.facebook.com/LevisEetcafe/,,True,leviseetcafe@gmail.com,False,False,4.0,4.5,4.5,-1.0,,,€8 - €16,"Belgian, Fast Food, European",Vegetarian Friendly,Dinner,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",10785271
#2,Geuzenhof,4.0 of 5 bubbles,56 reviews,$$ - $$$|Belgian|European|Central European,"Lambroekstraat 90, Massemen 9230 Belgium",+32 9 369 80 34,http://www.geuzenhof.be/,https://www.geuzenhof.be/restaurant/geuzenmenu/,True,info@geuzenhof.be,False,False,4.0,4.5,4.0,4.0,,,No pricing available,"Belgian, European, Central European",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Serves Alcohol, Table Service, Wheelchair Accessible",4061589
#1,La Bonnotte,4.0 of 5 bubbles,45 reviews,$$ - $$$|French|Belgian|European,"Nukerkestraat 15, Nukerke 9681 Belgium",+32 55 21 41 28,http://www.labonnotte.be/,http://www.labonnotte.be/#menukaart,False,,False,False,4.5,4.5,4.5,4.5,,,No pricing available,"French, Belgian, European",,"Lunch, Dinner","Reservations, Table Service, Seating, Serves Alcohol",4735759
#1,Blablabla,4.0 of 5 bubbles,42 reviews,$$ - $$$|Belgian|European|Vegetarian Friendly,"Dries 6, Sint-Pauwels 9170 Belgium",+32 473 43 24 67,http://www.eetcafeblablabla.be/,,True,,False,False,4.0,4.0,4.0,-1.0,,,€20 - €60,"Belgian, European",Vegetarian Friendly,"Lunch, Dinner, Drinks","Reservations, Seating, Street Parking, Television, Wheelchair Accessible, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Outdoor Seating, Highchairs Available, Serves Alcohol",6950653
#6,Le Bistrot d'Alizé,4.0 of 5 bubbles,55 reviews,$$ - $$$|Belgian|European|Vegetarian Friendly,"Massemsesteenweg 61, Wetteren 9230 Belgium",+32 9 366 79 22,http://lebistrotdalize.be/,http://lebistrotdalize.be/index.php/menu,True,info@brasseriealize.be,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,"Belgian, European",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Table Service, Serves Alcohol",9562821
#2,Hof Ten Bruul,4.5 of 5 bubbles,35 reviews,$$ - $$$|Belgian|Dutch|European,"Bruulstraat 116, Haaltert 9450 Belgium",+32 53 43 44 49,http://www.facebook.com/HofTenBruul/?rf=194056070617707,,True,info@hoftenbruul.com,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,"Belgian, European, Dutch",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Wheelchair Accessible",13122658
#13,A Table,4.0 of 5 bubbles,67 reviews,$$ - $$$|French|Belgian|European,"Buizenbergstraat 27, Sint-Martens-Latem 9830 Belgium",+32 9 282 70 68,http://www.restaurantatable.be/,http://www.restaurantatable.be/#menu,True,,False,False,4.0,3.5,3.5,4.0,,,No pricing available,"French, Belgian, European, Grill",,"Lunch, Dinner","Reservations, Seating, Serves Alcohol, Table Service, Outdoor Seating, Wheelchair Accessible",1076730
#5,W-ilt,5.0 of 5 bubbles,15 reviews,$$ - $$$|French|Belgian|Seafood,"Stationsstraat 2, Waasmunster 9250 Belgium",+32 52 52 95 59,https://wilt.be/,,False,info@wilt.be,False,False,5.0,5.0,5.0,-1.0,,,No pricing available,"Belgian, European, Seafood, French",,"Lunch, Dinner","Reservations, Seating, Accepts Credit Cards, Table Service",16668182
#1,De Jonge Garde,4.5 of 5 bubbles,46 reviews,$$ - $$$|Belgian|European,"Edingseweg 307, Moerbeke 9500 Belgium",+32 54 41 61 00,http://www.dejongegarde.com/,http://www.dejongegarde.com/nl/menu,True,info@dejongegarde.com,False,False,5.0,4.5,4.5,4.0,,,No pricing available,"Belgian, European",,"Dinner, Lunch","Reservations, Wheelchair Accessible, Serves Alcohol, Table Service, Seating",4089456
#264,Norma,4.5 of 5 bubbles,34 reviews,$$ - $$$|Belgian|Dutch|Cafe,"Bennesteeg 20, Ghent 9000 Belgium",+32 9 361 17 08,http://www.normagent.com/,https://normagent.com/menulente18/menu-summer-18/,True,hello@normagent.com,False,False,4.5,4.5,4.0,-1.0,,,€3 - €22,"Belgian, European, Dutch, Cafe","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Drinks","Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, Takeout",14690754
#265,Wally Tea Room,4.0 of 5 bubbles,43 reviews,$$ - $$$|Belgian|International|European,"Langemunt 10, Ghent 9000 Belgium",+32 9 223 30 56,,,True,,False,False,4.0,4.5,4.0,-1.0,,,No pricing available,"Belgian, International, European",Vegetarian Friendly,"Lunch, Breakfast, Dinner, Brunch","Reservations, Seating, Table Service, Serves Alcohol",7912629
#266,de kastart,3.5 of 5 bubbles,315 reviews,$|European|Vegetarian Friendly,"Onderbergen 42, Ghent 9000 Belgium",+32 9 224 36 27,http://www.dekastart.com/,http://www.dekastart.com/menu/,True,,False,False,3.5,3.5,3.5,3.0,,,€7 - €22,European,Vegetarian Friendly,"Lunch, Dinner, Late Night","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",810276
#16,De Cridts,4.0 of 5 bubbles,124 reviews,$$ - $$$|Belgian|Dutch|European,"Markt 58, Oudenaarde 9700 Belgium",+32 55 31 17 78,http://www.decridts.be/,http://www.decridts.be/,True,contact@brasseriedecridts.be,False,False,4.0,4.0,4.0,3.5,,,No pricing available,"Belgian, European, Dutch",Vegetarian Friendly,"Lunch, Dinner","Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, Highchairs Available",3254682
#267,Alphonsius,4.5 of 5 bubbles,23 reviews,$$ - $$$|Belgian|European|Vegetarian Friendly,"Antwerpsesteenweg 642 Sint-Amandsberg, Ghent 9040 Belgium",+32 475 29 10 12,https://www.alphonsius.be/,https://www.alphonsius.be/afhaalgerechten,True,info@alphonsius.be,False,False,4.0,4.0,3.5,-1.0,"Tijdens de covid-19 maatregelen werken we enkel met traiteur/afhaal gerechten op donderdag, vrijdag en zaterdag. Neem gerust een kijkje op onze website. Bij voorkeur 1 dag op voorhand te bestellen. Come in and relax! Restaurant with a cozy, trendy, easy interior. You can enjoy the view of the open kitchen where they work with quality foods. All freshly prepared by the owner chef and served by the lady of the house.",,€17 - €36,"Belgian, European",Vegetarian Friendly,"Lunch, Dinner","Gift Cards Available, Reservations, Seating, Accepts Credit Cards, Table Service, Outdoor Seating, Wheelchair Accessible",13166488
#6,Kasteel Van Saffelaere,4.5 of 5 bubbles,44 reviews,$$ - $$$|French|Belgian|European,"Kerkstraat 37 Zaffelare, Lochristi 9080 Belgium",+32 9 355 11 50,http://www.kasteelvansaffelaere.com/,,True,info@kasteelvansaffelaere.com,False,False,4.5,5.0,4.5,-1.0,,,No pricing available,"French, Belgian, European",Vegetarian Friendly,"Dinner, Lunch","Reservations, Serves Alcohol, Table Service, Seating",7809791
#268,New Maximiliaan,4.0 of 5 bubbles,80 reviews,$$ - $$$|Belgian|European|Vegetarian Friendly,"Mageleinstraat 50, Ghent 9000 Belgium",+32 9 233 11 95,http://www.maximiliaan.gent/,,False,,False,False,4.0,4.0,4.0,3.5,,,No pricing available,"Belgian, European",Vegetarian Friendly,"Lunch, Brunch","Reservations, Seating, Highchairs Available, Table Service, Wheelchair Accessible, Serves Alcohol",1769935
#2,Foreest,4.0 of 5 bubbles,40 reviews,$$ - $$$|Belgian|European|Healthy,"Kasteelstraat 187, Buggenhout 9255 Belgium",+32 470 79 90 27,https://www.facebook.com/brasserieforeest/,,False,,False,False,3.5,4.0,3.0,-1.0,,,No pricing available,"Belgian, European, Healthy",Vegetarian Friendly,"Dinner, Lunch","Reservations, Seating, Table Service, Serves Alcohol",15011401
#1,Meneer Max,4.0 of 5 bubbles,38 reviews,$$ - $$$|Belgian|International|European,"Ninovesteenweg 169, Erembodegem 9320 Belgium",+32 53 70 47 08,http://www.meneermax.be/,http://www.meneermax.be/#ons_menu,False,,False,False,4.5,4.5,4.0,-1.0,"
",,No pricing available,"Belgian, International, European",Vegetarian Friendly,"Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Highchairs Available",13528623
#11,Pure - Fisk (Tiecelijn) Foodbar,4.5 of 5 bubbles,40 reviews,$$ - $$$|French|Belgian|European,"Daknam-dorp 34, Lokeren 9160 Belgium",+32 9 348 00 59,http://www.tiecelijn.be/,http://www.tiecelijn.be/#menu,True,info@tiecelijn.be,False,False,4.5,4.5,4.5,4.0,,,No pricing available,"Belgian, French, European",,"Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",740720
#269,Pasta La Vista,4.5 of 5 bubbles,27 reviews,$|Italian|Vegetarian Friendly,"Nederkouter 57, Ghent 9000 Belgium",+32 9 311 43 88,http://www.pastalavista.be/,http://www.pastalavista.be/nl/menu/,False,gent@pastalavista.be,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,Italian,Vegetarian Friendly,"Lunch, Dinner","Takeout, Seating, Reservations, Table Service",12447177
#4,Den Bierboom,4.0 of 5 bubbles,48 reviews,$$ - $$$|Belgian|European,"Onze-Lieve-Vrouwstraat 1, Lebbeke 9280 Belgium",+32 52 41 43 24,http://www.denbierboom.be/,http://www.denbierboom.be/post-menu-card.html,True,sanybri@denbierboom.be,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,"Belgian, European",,"Dinner, Lunch","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",7350161
#11,Thai Recept,4.0 of 5 bubbles,26 reviews,$$ - $$$|European|Asian|Thai,"Adamstraat 17, Geraardsbergen 9500 Belgium",+32 54 25 52 80,http://thairecept.be/index.html,http://thairecept.be/menu.html,False,info@thairecept.be,False,False,4.0,4.5,4.0,-1.0,,,No pricing available,"Thai, Asian, European",,"Dinner, Lunch","Takeout, Reservations, Seating, Table Service",14999423
#1,Convent Santa Clara,4.5 of 5 bubbles,30 reviews,$$ - $$$|French|Belgian|Dutch,"Kloosterstraat 22, Middelburg 9992 Belgium",+32 50 71 81 95,,,False,,False,False,4.5,4.5,4.5,-1.0,,,No pricing available,"Belgian, Dutch, French, European",,"Dinner, Lunch","Reservations, Table Service, Wheelchair Accessible",6635022
#270,Kantien 13,4.5 of 5 bubbles,26 reviews,$$ - $$$|Belgian|European|Vegetarian Friendly,"Kanodreef 1, Ghent 9000 Belgium",+32 9 234 00 29,http://www.kantien.be/,http://www.kantien.be/new/images/MenuKantien.pdf,True,,False,False,4.5,5.0,4.5,-1.0,,,€5 - €25,"Belgian, European","Vegetarian Friendly, Vegan Options","Lunch, Dinner, Late Night, Drinks","Reservations, Seating, Wheelchair Accessible, Table Service, Outdoor Seating, Private Dining, Parking Available, Validated Parking, Free off-street parking, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards",10807304
#14,Huyze Waterloos,4.0 of 5 bubbles,59 reviews,$$ - $$$|French|Belgian|Seafood,"Nelemeersstraat 2, Sint-Martens-Latem 9830 Belgium",+32 9 388 31 00,http://www.huyzewaterloos.be/,,True,info@huyzewaterloos.be,False,False,4.0,4.0,3.5,4.0,,,No pricing available,"Belgian, European, French, Seafood",,"Lunch, Dinner","Reservations, Seating, Serves Alcohol, Table Service",3247023
#7,Restaurant Picobel-Lo,4.5 of 5 bubbles,36 reviews,$$ - $$$|Belgian|European,"Dorp-Oost 21, Lochristi 9080 Belgium",+32 9 348 86 46,http://www.picobel-lo.be/,http://www.picobel-lo.be/menu.html,True,,False,False,4.5,4.5,4.0,-1.0,,,No pricing available,"Belgian, European",,"Lunch, Dinner","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",10131620
#14,APPELSVEER,4.0 of 5 bubbles,110 reviews,$$ - $$$|French|Belgian|European,"Hoofdstraat 175, Dendermonde Belgium",+32 52 55 44 90,http://www.appelsveer.be/,http://www.appelsveer.be/uploads/original/menukaart/20190807.205904.5d4b1f7865364.pdf,True,,False,True,4.0,4.0,4.0,4.0,This is the third time I ask you te research it.In the meanwhile I've been at least 6 times in this new restaurant.,,No pricing available,"European, French, Belgian","Vegetarian Friendly, Gluten Free Options","Lunch, Dinner","Reservations, Seating, Serves Alcohol, Table Service, Outdoor Seating",3253521
#23,Tapaloca,4.5 of 5 bubbles,31 reviews,$$ - $$$|European|Spanish|Vegetarian Friendly,"Fritz de Wolfkaai 1, Aalst 9300 Belgium",+32 478 13 65 85,http://tapaloca.be/index.html,http://tapaloca.be/menukaart.html,False,Info@tapaloca.be,False,False,4.0,4.0,4.0,-1.0,,,No pricing available,"Spanish, European",Vegetarian Friendly,Dinner,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",14086128
#1,Puur Luc,4.5 of 5 bubbles,40 reviews,$$ - $$$|Belgian|European,"Marktplein 5, Ertvelde 9940 Belgium",+32 473 41 08 06,http://puurluc.be/,https://puurluc.be/menukaart/,True,info@puurluc.be,False,False,4.0,4.0,4.0,-1.0,,"Chef Luc Lambrecht heeft z’n nieuwe droomstek zorgvuldig uitgekozen. Bistro “Puur Luc” vindt u op hetzelfde adres als de feestlocatie van de “Gouden Kroon”. Deze gezellige zaak biedt plaats aan 34 gasten. Al onze gerechten zijn puur, eerlijk en kwalitatief met het wit-blauw ras uit eigen stal. Vanaf het prille begin tot op uw bord is alles in eigen handen, met een geheel eigen kweekmethode en rijpingsproces in verschillende smaken. Uit respect voor de kwaliteit kunnen wij geen wijziging aan de kaart toelaten. Uit het menu kan u telkens kiezen uit enkele vleesgerechten en één visgerecht. Andere suggesties kan u aflezen van het suggestiebord, vegetarische gerechten serveren wij (uit respect voor eigen dieren) niet.",No pricing available,"Belgian, European",,Dinner,"Reservations, Parking Available, Street Parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Table Service, Seating, Highchairs Available, Accepts Credit Cards",9750204
#7,Le Gout Soiree,4.5 of 5 bubbles,21 reviews,$|Bar|Cafe|Seafood,"Noordlaan 72 Corner Hamstraat, Wetteren 9230 Belgium",+32 9 312 00 47,http://legoutsoiree.be/tripadvisor,http://legoutsoiree.be/tripadvisorpaella/,True,,False,False,4.5,5.0,5.0,-1.0,"Cozy wine bar in the center of Flanders in the owner's living room. Open on Friday-Saturday-Sunday from 6 pm. Great choice of wines with a high score. All wines not only available per bottle, but also by the glass. Also own home beer beers and tapas. The only food is authentic paella. Great quality, very friendly owners and friendly customers.","Gezellige wijnbar in het middelpunt van Vlaanderen. Je komt terecht in de huiskamer van de oprichters. Open op vr za zo vnaaf 18u en in de zomer elke dag. Grote keuze aan topwijnen verkrijgbaar per glas. Het enige gerecht is authentieke paella. Super kwaliteit, vriendelijke uitbaters en klanten.",€12 - €20,"Bar, Cafe, Seafood, Spanish, Pub, Wine Bar",,"Lunch, Dinner, Drinks","Reservations, Outdoor Seating, Seating, Table Service, Takeout, Parking Available, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Free Wifi, Accepts Credit Cards, Non-smoking restaurants, Gift Cards Available",13150719
